"1","CORRIENTE","2017-05-08 14:28:55","0000-00-00 00:00:00"
"2","AHORRO","2017-05-08 14:28:55","0000-00-00 00:00:00"
"3","WALLET","2017-05-08 14:29:01","0000-00-00 00:00:00"
"4","EFECTIVO","2017-05-08 16:07:19","0000-00-00 00:00:00"
