"1","DÓLARES","USD","$","1","2017-05-08 14:28:55","0000-00-00 00:00:00"
"2","EUROS","EUR","€","1","2017-05-08 14:28:55","0000-00-00 00:00:00"
"3","BOLÍVARES","VEF","Bs","1","2017-05-08 14:29:01","0000-00-00 00:00:00"
"4","BITCOINS","BTC","BTC","1","2017-05-08 16:07:19","0000-00-00 00:00:00"
